frame,adaptive_phase,adaptive_state,adaptive_time_left,fixed_phase,fixed_state,fixed_time_left
1841,4,GREEN,11.1,3,GREEN,6.1
1842,4,GREEN,11.1,3,GREEN,6.1
1843,4,GREEN,11.1,3,GREEN,6.1
1844,4,GREEN,11.0,3,GREEN,6.0
1845,4,GREEN,11.0,3,GREEN,6.0
1846,4,GREEN,11.0,3,GREEN,6.0
1847,4,GREEN,10.9,3,GREEN,5.9
1848,4,GREEN,10.9,3,GREEN,5.9
1849,4,GREEN,10.9,3,GREEN,5.9
1850,4,GREEN,10.8,3,GREEN,5.8
1851,4,GREEN,10.8,3,GREEN,5.8
1852,4,GREEN,10.8,3,GREEN,5.8
1853,4,GREEN,10.7,3,GREEN,5.7
1854,4,GREEN,10.7,3,GREEN,5.7
1855,4,GREEN,10.7,3,GREEN,5.7
1856,4,GREEN,10.6,3,GREEN,5.6
1857,4,GREEN,10.6,3,GREEN,5.6
1858,4,GREEN,10.6,3,GREEN,5.6
1859,4,GREEN,10.5,3,GREEN,5.5
1860,4,GREEN,10.5,3,GREEN,5.5
1861,4,GREEN,10.5,3,GREEN,5.5
1862,4,GREEN,10.4,3,GREEN,5.4
1863,4,GREEN,10.4,3,GREEN,5.4
1864,4,GREEN,10.4,3,GREEN,5.4
1865,4,GREEN,10.3,3,GREEN,5.3
1866,4,GREEN,10.3,3,GREEN,5.3
1867,4,GREEN,10.3,3,GREEN,5.3
1868,4,GREEN,10.2,3,GREEN,5.2
1869,4,GREEN,10.2,3,GREEN,5.2
1870,4,GREEN,10.2,3,GREEN,5.2
1871,4,GREEN,10.1,3,GREEN,5.1
1872,4,GREEN,10.1,3,GREEN,5.1
1873,4,GREEN,10.1,3,GREEN,5.1
1874,4,GREEN,10.0,3,GREEN,5.0
1875,4,GREEN,10.0,3,GREEN,5.0
1876,4,GREEN,10.0,3,GREEN,5.0
1877,4,GREEN,9.9,3,GREEN,4.9
1878,4,GREEN,9.9,3,GREEN,4.9
1879,4,GREEN,9.9,3,GREEN,4.9
1880,4,GREEN,9.8,3,GREEN,4.8
1881,4,GREEN,9.8,3,GREEN,4.8
1882,4,GREEN,9.8,3,GREEN,4.8
1883,4,GREEN,9.7,3,GREEN,4.7
1884,4,GREEN,9.7,3,GREEN,4.7
1885,4,GREEN,9.7,3,GREEN,4.7
1886,4,GREEN,9.6,3,GREEN,4.6
1887,4,GREEN,9.6,3,GREEN,4.6
1888,4,GREEN,9.6,3,GREEN,4.6
1889,4,GREEN,9.5,3,GREEN,4.5
1890,4,GREEN,9.5,3,GREEN,4.5
1891,4,GREEN,9.5,3,GREEN,4.5
1892,4,GREEN,9.4,3,GREEN,4.4
1893,4,GREEN,9.4,3,GREEN,4.4
1894,4,GREEN,9.4,3,GREEN,4.4
1895,4,GREEN,9.3,3,GREEN,4.3
1896,4,GREEN,9.3,3,GREEN,4.3
1897,4,GREEN,9.3,3,GREEN,4.3
1898,4,GREEN,9.2,3,GREEN,4.2
1899,4,GREEN,9.2,3,GREEN,4.2
1900,4,GREEN,9.2,3,GREEN,4.2
1901,4,GREEN,9.1,3,GREEN,4.1
1902,4,GREEN,9.1,3,GREEN,4.1
1903,4,GREEN,9.1,3,GREEN,4.1
1904,4,GREEN,9.0,3,GREEN,4.0
1905,4,GREEN,9.0,3,GREEN,4.0
1906,4,GREEN,9.0,3,GREEN,4.0
1907,4,GREEN,8.9,3,GREEN,3.9
1908,4,GREEN,8.9,3,GREEN,3.9
1909,4,GREEN,8.9,3,GREEN,3.9
1910,4,GREEN,8.8,3,GREEN,3.8
1911,4,GREEN,8.8,3,GREEN,3.8
1912,4,GREEN,8.8,3,GREEN,3.8
1913,4,GREEN,8.7,3,GREEN,3.7
1914,4,GREEN,8.7,3,GREEN,3.7
1915,4,GREEN,8.7,3,GREEN,3.7
1916,4,GREEN,8.6,3,GREEN,3.6
1917,4,GREEN,8.6,3,GREEN,3.6
1918,4,GREEN,8.6,3,GREEN,3.6
1919,4,GREEN,8.5,3,GREEN,3.5
1920,4,GREEN,8.5,3,GREEN,3.5
1921,4,GREEN,8.5,3,GREEN,3.5
1922,4,GREEN,8.4,3,GREEN,3.4
1923,4,GREEN,8.4,3,GREEN,3.4
1924,4,GREEN,8.4,3,GREEN,3.4
1925,4,GREEN,8.3,3,GREEN,3.3
1926,4,GREEN,8.3,3,GREEN,3.3
1927,4,GREEN,8.3,3,GREEN,3.3
1928,4,GREEN,8.2,3,GREEN,3.2
1929,4,GREEN,8.2,3,GREEN,3.2
1930,4,GREEN,8.2,3,GREEN,3.2
1931,4,GREEN,8.1,3,GREEN,3.1
1932,4,GREEN,8.1,3,GREEN,3.1
1933,4,GREEN,8.1,3,GREEN,3.1
1934,4,GREEN,8.0,3,GREEN,3.0
1935,4,GREEN,8.0,3,GREEN,3.0
1936,4,GREEN,8.0,3,GREEN,3.0
1937,4,GREEN,7.9,3,GREEN,2.9
1938,4,GREEN,7.9,3,GREEN,2.9
1939,4,GREEN,7.9,3,GREEN,2.9
1940,4,GREEN,7.8,3,GREEN,2.8
1941,4,GREEN,7.8,3,GREEN,2.8
1942,4,GREEN,7.8,3,GREEN,2.8
1943,4,GREEN,7.7,3,GREEN,2.7
1944,4,GREEN,7.7,3,GREEN,2.7
1945,4,GREEN,7.7,3,GREEN,2.7
1946,4,GREEN,7.6,3,GREEN,2.6
1947,4,GREEN,7.6,3,GREEN,2.6
1948,4,GREEN,7.6,3,GREEN,2.6
1949,4,GREEN,7.5,3,GREEN,2.5
1950,4,GREEN,7.5,3,GREEN,2.5
1951,4,GREEN,7.5,3,GREEN,2.5
1952,4,GREEN,7.4,3,GREEN,2.4
1953,4,GREEN,7.4,3,GREEN,2.4
1954,4,GREEN,7.4,3,GREEN,2.4
1955,4,GREEN,7.3,3,GREEN,2.3
1956,4,GREEN,7.3,3,GREEN,2.3
1957,4,GREEN,7.3,3,GREEN,2.3
1958,4,GREEN,7.2,3,GREEN,2.2
1959,4,GREEN,7.2,3,GREEN,2.2
1960,4,GREEN,7.2,3,GREEN,2.2
1961,4,GREEN,7.1,3,GREEN,2.1
1962,4,GREEN,7.1,3,GREEN,2.1
1963,4,GREEN,7.1,3,GREEN,2.1
1964,4,GREEN,7.0,3,GREEN,2.0
1965,4,GREEN,7.0,3,GREEN,2.0
1966,4,GREEN,7.0,3,GREEN,2.0
1967,4,GREEN,6.9,3,GREEN,1.9
1968,4,GREEN,6.9,3,GREEN,1.9
1969,4,GREEN,6.9,3,GREEN,1.9
1970,4,GREEN,6.8,3,GREEN,1.8
1971,4,GREEN,6.8,3,GREEN,1.8
1972,4,GREEN,6.8,3,GREEN,1.8
1973,4,GREEN,6.7,3,GREEN,1.7
1974,4,GREEN,6.7,3,GREEN,1.7
1975,4,GREEN,6.7,3,GREEN,1.7
1976,4,GREEN,6.6,3,GREEN,1.6
1977,4,GREEN,6.6,3,GREEN,1.6
1978,4,GREEN,6.6,3,GREEN,1.6
1979,4,GREEN,6.5,3,GREEN,1.5
1980,4,GREEN,6.5,3,GREEN,1.5
1981,4,GREEN,6.5,3,GREEN,1.5
1982,4,GREEN,6.4,3,GREEN,1.4
1983,4,GREEN,6.4,3,GREEN,1.4
1984,4,GREEN,6.4,3,GREEN,1.4
1985,4,GREEN,6.3,3,GREEN,1.3
1986,4,GREEN,6.3,3,GREEN,1.3
1987,4,GREEN,6.3,3,GREEN,1.3
1988,4,GREEN,6.2,3,GREEN,1.2
1989,4,GREEN,6.2,3,GREEN,1.2
1990,4,GREEN,6.2,3,GREEN,1.2
1991,4,GREEN,6.1,3,GREEN,1.1
1992,4,GREEN,6.1,3,GREEN,1.1
1993,4,GREEN,6.1,3,GREEN,1.1
1994,4,GREEN,6.0,3,GREEN,1.0
1995,4,GREEN,6.0,3,GREEN,1.0
1996,4,GREEN,6.0,3,GREEN,1.0
1997,4,GREEN,5.9,3,GREEN,0.9
1998,4,GREEN,5.9,3,GREEN,0.9
1999,4,GREEN,5.9,3,GREEN,0.9
2000,4,GREEN,5.8,3,GREEN,0.8
2001,4,GREEN,5.8,3,GREEN,0.8
2002,4,GREEN,5.8,3,GREEN,0.8
2003,4,GREEN,5.7,3,GREEN,0.7
2004,4,GREEN,5.7,3,GREEN,0.7
2005,4,GREEN,5.7,3,GREEN,0.7
2006,4,GREEN,5.6,3,GREEN,0.6
2007,4,GREEN,5.6,3,GREEN,0.6
2008,4,GREEN,5.6,3,GREEN,0.6
2009,4,GREEN,5.5,3,GREEN,0.5
2010,4,GREEN,5.5,3,GREEN,0.5
2011,4,GREEN,5.5,3,GREEN,0.5
2012,4,GREEN,5.4,3,GREEN,0.4
2013,4,GREEN,5.4,3,GREEN,0.4
2014,4,GREEN,5.4,3,GREEN,0.4
2015,4,GREEN,5.3,3,GREEN,0.3
2016,4,GREEN,5.3,3,GREEN,0.3
2017,4,GREEN,5.3,3,GREEN,0.3
2018,4,GREEN,5.2,3,GREEN,0.2
2019,4,GREEN,5.2,3,GREEN,0.2
2020,4,GREEN,5.2,3,GREEN,0.2
2021,4,GREEN,5.1,3,GREEN,0.1
2022,4,GREEN,5.1,3,GREEN,0.1
2023,4,GREEN,5.1,3,GREEN,0.1
2024,4,GREEN,5.0,3,GREEN,0.0
2025,4,GREEN,5.0,3,YELLOW,0.0
2026,4,GREEN,5.0,3,YELLOW,3.0
2027,4,GREEN,4.9,3,YELLOW,2.9
2028,4,GREEN,4.9,3,YELLOW,2.9
2029,4,GREEN,4.9,3,YELLOW,2.9
2030,4,GREEN,4.8,3,YELLOW,2.8
2031,4,GREEN,4.8,3,YELLOW,2.8
2032,4,GREEN,4.8,3,YELLOW,2.8
2033,4,GREEN,4.7,3,YELLOW,2.7
2034,4,GREEN,4.7,3,YELLOW,2.7
2035,4,GREEN,4.7,3,YELLOW,2.7
2036,4,GREEN,4.6,3,YELLOW,2.6
2037,4,GREEN,4.6,3,YELLOW,2.6
2038,4,GREEN,4.6,3,YELLOW,2.6
2039,4,GREEN,4.5,3,YELLOW,2.5
2040,4,GREEN,4.5,3,YELLOW,2.5
2041,4,GREEN,4.5,3,YELLOW,2.5
2042,4,GREEN,4.4,3,YELLOW,2.4
2043,4,GREEN,4.4,3,YELLOW,2.4
2044,4,GREEN,4.4,3,YELLOW,2.4
2045,4,GREEN,4.3,3,YELLOW,2.3
2046,4,GREEN,4.3,3,YELLOW,2.3
2047,4,GREEN,4.3,3,YELLOW,2.3
2048,4,GREEN,4.2,3,YELLOW,2.2
2049,4,GREEN,4.2,3,YELLOW,2.2
2050,4,GREEN,4.2,3,YELLOW,2.2
2051,4,GREEN,4.1,3,YELLOW,2.1
2052,4,GREEN,4.1,3,YELLOW,2.1
2053,4,GREEN,4.1,3,YELLOW,2.1
2054,4,GREEN,4.0,3,YELLOW,2.0
2055,4,GREEN,4.0,3,YELLOW,2.0
2056,4,GREEN,4.0,3,YELLOW,2.0
2057,4,GREEN,3.9,3,YELLOW,1.9
2058,4,GREEN,3.9,3,YELLOW,1.9
2059,4,GREEN,3.9,3,YELLOW,1.9
2060,4,GREEN,3.8,3,YELLOW,1.8
2061,4,GREEN,3.8,3,YELLOW,1.8
2062,4,GREEN,3.8,3,YELLOW,1.8
2063,4,GREEN,3.7,3,YELLOW,1.7
2064,4,GREEN,3.7,3,YELLOW,1.7
2065,4,GREEN,3.7,3,YELLOW,1.7
2066,4,GREEN,3.6,3,YELLOW,1.6
2067,4,GREEN,3.6,3,YELLOW,1.6
2068,4,GREEN,3.6,3,YELLOW,1.6
2069,4,GREEN,3.5,3,YELLOW,1.5
2070,4,GREEN,3.5,3,YELLOW,1.5
2071,4,GREEN,3.5,3,YELLOW,1.5
2072,4,GREEN,3.4,3,YELLOW,1.4
2073,4,GREEN,3.4,3,YELLOW,1.4
2074,4,GREEN,3.4,3,YELLOW,1.4
2075,4,GREEN,3.3,3,YELLOW,1.3
2076,4,GREEN,3.3,3,YELLOW,1.3
2077,4,GREEN,3.3,3,YELLOW,1.3
2078,4,GREEN,3.2,3,YELLOW,1.2
2079,4,GREEN,3.2,3,YELLOW,1.2
2080,4,GREEN,3.2,3,YELLOW,1.2
2081,4,GREEN,3.1,3,YELLOW,1.1
2082,4,GREEN,3.1,3,YELLOW,1.1
2083,4,GREEN,3.1,3,YELLOW,1.1
2084,4,GREEN,3.0,3,YELLOW,1.0
2085,4,GREEN,3.0,3,YELLOW,1.0
2086,4,GREEN,3.0,3,YELLOW,1.0
2087,4,GREEN,2.9,3,YELLOW,0.9
2088,4,GREEN,2.9,3,YELLOW,0.9
2089,4,GREEN,2.9,3,YELLOW,0.9
2090,4,GREEN,2.8,3,YELLOW,0.8
2091,4,GREEN,2.8,3,YELLOW,0.8
2092,4,GREEN,2.8,3,YELLOW,0.8
2093,4,GREEN,2.7,3,YELLOW,0.7
2094,4,GREEN,2.7,3,YELLOW,0.7
2095,4,GREEN,2.7,3,YELLOW,0.7
2096,4,GREEN,2.6,3,YELLOW,0.6
2097,4,GREEN,2.6,3,YELLOW,0.6
2098,4,GREEN,2.6,3,YELLOW,0.6
2099,4,GREEN,2.5,3,YELLOW,0.5
2100,4,GREEN,2.5,3,YELLOW,0.5
2101,4,GREEN,2.5,3,YELLOW,0.5
2102,4,GREEN,2.4,3,YELLOW,0.4
2103,4,GREEN,2.4,3,YELLOW,0.4
2104,4,GREEN,2.4,3,YELLOW,0.4
2105,4,GREEN,2.3,3,YELLOW,0.3
2106,4,GREEN,2.3,3,YELLOW,0.3
2107,4,GREEN,2.3,3,YELLOW,0.3
2108,4,GREEN,2.2,3,YELLOW,0.2
2109,4,GREEN,2.2,3,YELLOW,0.2
2110,4,GREEN,2.2,3,YELLOW,0.2
2111,4,GREEN,2.1,3,YELLOW,0.1
2112,4,GREEN,2.1,3,YELLOW,0.1
2113,4,GREEN,2.1,3,YELLOW,0.1
2114,4,GREEN,2.0,3,YELLOW,0.0
2115,4,GREEN,2.0,4,GREEN,27.0
2116,4,GREEN,2.0,4,GREEN,30.0
2117,4,GREEN,1.9,4,GREEN,29.9
2118,4,GREEN,1.9,4,GREEN,29.9
2119,4,GREEN,1.9,4,GREEN,29.9
2120,4,GREEN,1.8,4,GREEN,29.8
2121,4,GREEN,1.8,4,GREEN,29.8
2122,4,GREEN,1.8,4,GREEN,29.8
2123,4,GREEN,1.7,4,GREEN,29.7
2124,4,GREEN,1.7,4,GREEN,29.7
2125,4,GREEN,1.7,4,GREEN,29.7
2126,4,GREEN,1.6,4,GREEN,29.6
2127,4,GREEN,1.6,4,GREEN,29.6
2128,4,GREEN,1.6,4,GREEN,29.6
2129,4,GREEN,1.5,4,GREEN,29.5
2130,4,GREEN,1.5,4,GREEN,29.5
2131,4,GREEN,1.5,4,GREEN,29.5
2132,4,GREEN,1.4,4,GREEN,29.4
2133,4,GREEN,1.4,4,GREEN,29.4
2134,4,GREEN,1.4,4,GREEN,29.4
2135,4,GREEN,1.3,4,GREEN,29.3
2136,4,GREEN,1.3,4,GREEN,29.3
2137,4,GREEN,1.3,4,GREEN,29.3
2138,4,GREEN,1.2,4,GREEN,29.2
2139,4,GREEN,1.2,4,GREEN,29.2
2140,4,GREEN,1.2,4,GREEN,29.2
2141,4,GREEN,1.1,4,GREEN,29.1
2142,4,GREEN,1.1,4,GREEN,29.1
2143,4,GREEN,1.1,4,GREEN,29.1
2144,4,GREEN,1.0,4,GREEN,29.0
2145,4,GREEN,1.0,4,GREEN,29.0
2146,4,GREEN,1.0,4,GREEN,29.0
2147,4,GREEN,0.9,4,GREEN,28.9
2148,4,GREEN,0.9,4,GREEN,28.9
2149,4,GREEN,0.9,4,GREEN,28.9
2150,4,GREEN,0.8,4,GREEN,28.8
2151,4,GREEN,0.8,4,GREEN,28.8
2152,4,GREEN,0.8,4,GREEN,28.8
2153,4,GREEN,0.7,4,GREEN,28.7
2154,4,GREEN,0.7,4,GREEN,28.7
2155,4,GREEN,0.7,4,GREEN,28.7
2156,4,GREEN,0.6,4,GREEN,28.6
2157,4,GREEN,0.6,4,GREEN,28.6
2158,4,GREEN,0.6,4,GREEN,28.6
2159,4,GREEN,0.5,4,GREEN,28.5
2160,4,GREEN,0.5,4,GREEN,28.5
2161,4,GREEN,0.5,4,GREEN,28.5
2162,4,GREEN,0.4,4,GREEN,28.4
2163,4,GREEN,0.4,4,GREEN,28.4
2164,4,GREEN,0.4,4,GREEN,28.4
2165,4,GREEN,0.3,4,GREEN,28.3
2166,4,GREEN,0.3,4,GREEN,28.3
2167,4,GREEN,0.3,4,GREEN,28.3
2168,4,GREEN,0.2,4,GREEN,28.2
2169,4,GREEN,0.2,4,GREEN,28.2
2170,4,GREEN,0.2,4,GREEN,28.2
2171,4,GREEN,0.1,4,GREEN,28.1
2172,4,GREEN,0.1,4,GREEN,28.1
2173,4,GREEN,0.1,4,GREEN,28.1
2174,4,GREEN,0.0,4,GREEN,28.0
2175,4,YELLOW,0.0,4,GREEN,28.0
2176,4,YELLOW,3.0,4,GREEN,28.0
2177,4,YELLOW,2.9,4,GREEN,27.9
2178,4,YELLOW,2.9,4,GREEN,27.9
2179,4,YELLOW,2.9,4,GREEN,27.9
2180,4,YELLOW,2.8,4,GREEN,27.8
2181,4,YELLOW,2.8,4,GREEN,27.8
2182,4,YELLOW,2.8,4,GREEN,27.8
2183,4,YELLOW,2.7,4,GREEN,27.7
2184,4,YELLOW,2.7,4,GREEN,27.7
2185,4,YELLOW,2.7,4,GREEN,27.7
2186,4,YELLOW,2.6,4,GREEN,27.6
2187,4,YELLOW,2.6,4,GREEN,27.6
2188,4,YELLOW,2.6,4,GREEN,27.6
2189,4,YELLOW,2.5,4,GREEN,27.5
2190,4,YELLOW,2.5,4,GREEN,27.5
2191,4,YELLOW,2.5,4,GREEN,27.5
2192,4,YELLOW,2.4,4,GREEN,27.4
2193,4,YELLOW,2.4,4,GREEN,27.4
2194,4,YELLOW,2.4,4,GREEN,27.4
2195,4,YELLOW,2.3,4,GREEN,27.3
2196,4,YELLOW,2.3,4,GREEN,27.3
2197,4,YELLOW,2.3,4,GREEN,27.3
2198,4,YELLOW,2.2,4,GREEN,27.2
2199,4,YELLOW,2.2,4,GREEN,27.2
2200,4,YELLOW,2.2,4,GREEN,27.2
2201,4,YELLOW,2.1,4,GREEN,27.1
2202,4,YELLOW,2.1,4,GREEN,27.1
2203,4,YELLOW,2.1,4,GREEN,27.1
2204,4,YELLOW,2.0,4,GREEN,27.0
2205,4,YELLOW,2.0,4,GREEN,27.0
2206,4,YELLOW,2.0,4,GREEN,27.0
2207,4,YELLOW,1.9,4,GREEN,26.9
2208,4,YELLOW,1.9,4,GREEN,26.9
2209,4,YELLOW,1.9,4,GREEN,26.9
2210,4,YELLOW,1.8,4,GREEN,26.8
2211,4,YELLOW,1.8,4,GREEN,26.8
2212,4,YELLOW,1.8,4,GREEN,26.8
2213,4,YELLOW,1.7,4,GREEN,26.7
2214,4,YELLOW,1.7,4,GREEN,26.7
2215,4,YELLOW,1.7,4,GREEN,26.7
2216,4,YELLOW,1.6,4,GREEN,26.6
2217,4,YELLOW,1.6,4,GREEN,26.6
2218,4,YELLOW,1.6,4,GREEN,26.6
2219,4,YELLOW,1.5,4,GREEN,26.5
2220,4,YELLOW,1.5,4,GREEN,26.5
2221,4,YELLOW,1.5,4,GREEN,26.5
2222,4,YELLOW,1.4,4,GREEN,26.4
2223,4,YELLOW,1.4,4,GREEN,26.4
2224,4,YELLOW,1.4,4,GREEN,26.4
2225,4,YELLOW,1.3,4,GREEN,26.3
2226,4,YELLOW,1.3,4,GREEN,26.3
2227,4,YELLOW,1.3,4,GREEN,26.3
2228,4,YELLOW,1.2,4,GREEN,26.2
2229,4,YELLOW,1.2,4,GREEN,26.2
2230,4,YELLOW,1.2,4,GREEN,26.2
2231,4,YELLOW,1.1,4,GREEN,26.1
2232,4,YELLOW,1.1,4,GREEN,26.1
2233,4,YELLOW,1.1,4,GREEN,26.1
2234,4,YELLOW,1.0,4,GREEN,26.0
2235,4,YELLOW,1.0,4,GREEN,26.0
2236,4,YELLOW,1.0,4,GREEN,26.0
2237,4,YELLOW,0.9,4,GREEN,25.9
2238,4,YELLOW,0.9,4,GREEN,25.9
2239,4,YELLOW,0.9,4,GREEN,25.9
2240,4,YELLOW,0.8,4,GREEN,25.8
2241,4,YELLOW,0.8,4,GREEN,25.8
2242,4,YELLOW,0.8,4,GREEN,25.8
2243,4,YELLOW,0.7,4,GREEN,25.7
2244,4,YELLOW,0.7,4,GREEN,25.7
2245,4,YELLOW,0.7,4,GREEN,25.7
2246,4,YELLOW,0.6,4,GREEN,25.6
2247,4,YELLOW,0.6,4,GREEN,25.6
2248,4,YELLOW,0.6,4,GREEN,25.6
2249,4,YELLOW,0.5,4,GREEN,25.5
2250,4,YELLOW,0.5,4,GREEN,25.5
2251,4,YELLOW,0.5,4,GREEN,25.5
2252,4,YELLOW,0.4,4,GREEN,25.4
2253,4,YELLOW,0.4,4,GREEN,25.4
2254,4,YELLOW,0.4,4,GREEN,25.4
2255,4,YELLOW,0.3,4,GREEN,25.3
2256,4,YELLOW,0.3,4,GREEN,25.3
2257,4,YELLOW,0.3,4,GREEN,25.3
2258,4,YELLOW,0.2,4,GREEN,25.2
2259,4,YELLOW,0.2,4,GREEN,25.2
2260,4,YELLOW,0.2,4,GREEN,25.2
2261,4,YELLOW,0.1,4,GREEN,25.1
2262,4,YELLOW,0.1,4,GREEN,25.1
2263,4,YELLOW,0.1,4,GREEN,25.1
2264,4,YELLOW,0.0,4,GREEN,25.0
2265,5,GREEN,2.0,4,GREEN,25.0
2266,5,GREEN,5.0,4,GREEN,25.0
2267,5,GREEN,4.9,4,GREEN,24.9
2268,5,GREEN,4.9,4,GREEN,24.9
2269,5,GREEN,4.9,4,GREEN,24.9
2270,5,GREEN,4.8,4,GREEN,24.8
2271,5,GREEN,4.8,4,GREEN,24.8
2272,5,GREEN,4.8,4,GREEN,24.8
2273,5,GREEN,4.7,4,GREEN,24.7
2274,5,GREEN,4.7,4,GREEN,24.7
2275,5,GREEN,4.7,4,GREEN,24.7
2276,5,GREEN,4.6,4,GREEN,24.6
2277,5,GREEN,4.6,4,GREEN,24.6
2278,5,GREEN,4.6,4,GREEN,24.6
2279,5,GREEN,4.5,4,GREEN,24.5
2280,5,GREEN,4.5,4,GREEN,24.5
2281,5,GREEN,4.5,4,GREEN,24.5
2282,5,GREEN,4.4,4,GREEN,24.4
2283,5,GREEN,4.4,4,GREEN,24.4
2284,5,GREEN,4.4,4,GREEN,24.4
2285,5,GREEN,4.3,4,GREEN,24.3
2286,5,GREEN,4.3,4,GREEN,24.3
2287,5,GREEN,4.3,4,GREEN,24.3
2288,5,GREEN,4.2,4,GREEN,24.2
2289,5,GREEN,4.2,4,GREEN,24.2
2290,5,GREEN,4.2,4,GREEN,24.2
2291,5,GREEN,4.1,4,GREEN,24.1
2292,5,GREEN,4.1,4,GREEN,24.1
2293,5,GREEN,4.1,4,GREEN,24.1
2294,5,GREEN,4.0,4,GREEN,24.0
2295,5,GREEN,4.0,4,GREEN,24.0
2296,5,GREEN,4.0,4,GREEN,24.0
2297,5,GREEN,3.9,4,GREEN,23.9
2298,5,GREEN,3.9,4,GREEN,23.9
2299,5,GREEN,3.9,4,GREEN,23.9
2300,5,GREEN,3.8,4,GREEN,23.8
2301,5,GREEN,3.8,4,GREEN,23.8
2302,5,GREEN,3.8,4,GREEN,23.8
2303,5,GREEN,3.7,4,GREEN,23.7
2304,5,GREEN,3.7,4,GREEN,23.7
2305,5,GREEN,3.7,4,GREEN,23.7
2306,5,GREEN,3.6,4,GREEN,23.6
2307,5,GREEN,3.6,4,GREEN,23.6
2308,5,GREEN,3.6,4,GREEN,23.6
2309,5,GREEN,3.5,4,GREEN,23.5
2310,5,GREEN,3.5,4,GREEN,23.5
2311,5,GREEN,3.5,4,GREEN,23.5
2312,5,GREEN,3.4,4,GREEN,23.4
2313,5,GREEN,3.4,4,GREEN,23.4
2314,5,GREEN,3.4,4,GREEN,23.4
2315,5,GREEN,3.3,4,GREEN,23.3
2316,5,GREEN,3.3,4,GREEN,23.3
2317,5,GREEN,3.3,4,GREEN,23.3
2318,5,GREEN,3.2,4,GREEN,23.2
2319,5,GREEN,3.2,4,GREEN,23.2
2320,5,GREEN,3.2,4,GREEN,23.2
2321,5,GREEN,3.1,4,GREEN,23.1
2322,5,GREEN,3.1,4,GREEN,23.1
2323,5,GREEN,3.1,4,GREEN,23.1
2324,5,GREEN,3.0,4,GREEN,23.0
2325,5,GREEN,3.0,4,GREEN,23.0
2326,5,GREEN,3.0,4,GREEN,23.0
2327,5,GREEN,2.9,4,GREEN,22.9
2328,5,GREEN,2.9,4,GREEN,22.9
2329,5,GREEN,2.9,4,GREEN,22.9
2330,5,GREEN,2.8,4,GREEN,22.8
2331,5,GREEN,2.8,4,GREEN,22.8
2332,5,GREEN,2.8,4,GREEN,22.8
2333,5,GREEN,2.7,4,GREEN,22.7
2334,5,GREEN,2.7,4,GREEN,22.7
2335,5,GREEN,2.7,4,GREEN,22.7
2336,5,GREEN,2.6,4,GREEN,22.6
2337,5,GREEN,2.6,4,GREEN,22.6
2338,5,GREEN,2.6,4,GREEN,22.6
2339,5,GREEN,2.5,4,GREEN,22.5
2340,5,GREEN,2.5,4,GREEN,22.5
2341,5,GREEN,2.5,4,GREEN,22.5
2342,5,GREEN,2.4,4,GREEN,22.4
2343,5,GREEN,2.4,4,GREEN,22.4
2344,5,GREEN,2.4,4,GREEN,22.4
2345,5,GREEN,2.3,4,GREEN,22.3
2346,5,GREEN,2.3,4,GREEN,22.3
2347,5,GREEN,2.3,4,GREEN,22.3
2348,5,GREEN,2.2,4,GREEN,22.2
2349,5,GREEN,2.2,4,GREEN,22.2
2350,5,GREEN,2.2,4,GREEN,22.2
2351,5,GREEN,2.1,4,GREEN,22.1
2352,5,GREEN,2.1,4,GREEN,22.1
2353,5,GREEN,2.1,4,GREEN,22.1
2354,5,GREEN,2.0,4,GREEN,22.0
2355,5,GREEN,2.0,4,GREEN,22.0
2356,5,GREEN,2.0,4,GREEN,22.0
2357,5,GREEN,1.9,4,GREEN,21.9
2358,5,GREEN,1.9,4,GREEN,21.9
2359,5,GREEN,1.9,4,GREEN,21.9
2360,5,GREEN,1.8,4,GREEN,21.8
2361,5,GREEN,1.8,4,GREEN,21.8
2362,5,GREEN,1.8,4,GREEN,21.8
2363,5,GREEN,1.7,4,GREEN,21.7
2364,5,GREEN,1.7,4,GREEN,21.7
2365,5,GREEN,1.7,4,GREEN,21.7
2366,5,GREEN,1.6,4,GREEN,21.6
2367,5,GREEN,1.6,4,GREEN,21.6
2368,5,GREEN,1.6,4,GREEN,21.6
2369,5,GREEN,1.5,4,GREEN,21.5
2370,5,GREEN,1.5,4,GREEN,21.5
2371,5,GREEN,1.5,4,GREEN,21.5
2372,5,GREEN,1.4,4,GREEN,21.4
2373,5,GREEN,1.4,4,GREEN,21.4
2374,5,GREEN,1.4,4,GREEN,21.4
2375,5,GREEN,1.3,4,GREEN,21.3
2376,5,GREEN,1.3,4,GREEN,21.3
2377,5,GREEN,1.3,4,GREEN,21.3
2378,5,GREEN,1.2,4,GREEN,21.2
2379,5,GREEN,1.2,4,GREEN,21.2
2380,5,GREEN,1.2,4,GREEN,21.2
2381,5,GREEN,1.1,4,GREEN,21.1
2382,5,GREEN,1.1,4,GREEN,21.1
2383,5,GREEN,1.1,4,GREEN,21.1
2384,5,GREEN,1.0,4,GREEN,21.0
2385,5,GREEN,1.0,4,GREEN,21.0
2386,5,GREEN,1.0,4,GREEN,21.0
2387,5,GREEN,0.9,4,GREEN,20.9
2388,5,GREEN,0.9,4,GREEN,20.9
2389,5,GREEN,0.9,4,GREEN,20.9
2390,5,GREEN,0.8,4,GREEN,20.8
